account_id,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
97999,0,0,79805,91386,100426,105182,82902,96572,101154,81019,95291,74802,89079,84282,85546,73202,
98000,,,,,,0,0,0,0,,,,,,,,
98002,9072,7125,8045,7658,7776,8189,6962,8289,14707,10954,10674,12841,12475,12489,11350,10502,
98006,,,,,,1086,8745,11688,6999,11790,9671,13564,12824,12378,14372,14900,
98007,5588,4842,5696,5483,4881,5557,3939,3595,0,,,,,,,,
98008,,,,,,0,558,7259,3868,3883,6390,9244,11980,20065,20450,14620,
98009,0,0,239859,330911,317867,263906,237915,272451,188827,220487,230080,261365,277986,276900,258269,266170,
98013,31072,37677,80663,40695,21330,42938,15080,0,0,,,,,,,,
98015,11606,13200,13412,14103,11546,14733,12276,14685,15333,13429,13647,11362,10989,11542,12498,1500,
98017,888,2552,2822,2527,2543,2855,2476,2380,Excluded,Excluded,Excluded,Excluded,Excluded,,,,
98019,0,0,57842,43394,39197,489,,,,,,,,,,,
98021,1481,1801,1703,1793,2411,1031,660,2187,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98022,4412,0,,,,Not Reported,,,,,,,,,,,
98023,253,118,346,234,257,281,227,233,153,272,408,438,324,717,1651,436,
98024,5742,5255,5070,5615,3924,3152,1792,4005,3879,8037,2958,1662,3569,4269,3430,16929,
98025,,,,,,1635,2766,4258,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98029,0,0,64392,58288,58637,37384,43913,39091,54373,52666,51302,40283,9557,12565,10597,9951,
98033,6352,6424,5769,,,Not Reported,,,,,,,,,,,
98038,0,0,132281,154195,138276,154589,139917,218650,71958,9400,,,,,,,
98042,7552,7186,7215,8209,8201,8855,8059,8585,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98045,0,0,273531,387758,426987,410537,327696,294077,305304,306439,451495,364789,311770,357279,360869,269071,
98046,75146,90438,92786,80821,100820,130188,134717,176475,170142,207296,230465,196930,187773,186482,143600,75,
98047,93877,92163,86053,119022,97712,91378,114735,101792,101114,106914,98356,129132,96257,119420,62430,13758,
98049,6835,7659,7545,6572,4746,4380,3605,3914,4301,5194,4372,4633,4101,4396,4668,1125,
98050,,,3915,5100,5079,5092,4379,3588,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,
98052,164985,155880,166082,162325,168716,150536,124496,105667,110827,99638,83552,88164,91787,89937,89423,88962,
98053,80523,97257,91380,126087,121878,125626,130541,138689,105095,153735,133632,133045,134388,144431,171099,133227,
98055,17074,16770,12859,9011,5276,7674,6678,8047,10193,9947,11197,11251,7026,,,,
98057,11052,6840,9825,10936,14836,7336,4353,2580,3672,2605,2483,3619,3499,1698,1815,1443,
98058,2351,1985,1313,2406,1811,1768,1667,1307,0,,,,,,,,
98059,,,,,,,1244,3267,0,,,,,,,,
98062,6548,5896,5160,,,Not Reported,,,,,,,,,,,
98064,10251,10672,9471,9541,9746,12594,9652,11927,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98068,442,219,312,231,207,153,120,144,118,121,87,214,254,352,311,188,
98069,,,,,,884,2613,2970,3035,2752,3138,2938,2789,3141,3108,3044,
98073,7530,7669,7832,7812,8270,9780,7357,8724,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98075,,,,,,,621,1227,1639,1054,935,1013,885,860,894,918,
98076,,,,,,,1857,47017,75155,51285,19256,8731,7819,9298,10427,9591,
98080,43070,38586,36912,29763,24654,30847,24936,19998,71128,65929,77088,73207,69641,70701,64805,49390,
98084,5388,5308,3870,3647,3178,4137,4324,5933,6265,4840,4842,5299,5465,6394,5896,5732,
98090,3948,3755,3690,4110,3375,3875,3133,3981,0,,,,,,,,
98100,6287,3978,3281,,,Not Reported,,,,,,,,,,,
98105,,,,,,,516917,4013251,5718650,5928058,4088305,0,,,,,
98107,,,0,11851,11328,11915,11423,11355,10498,9330,9268,9022,8250,8175,8634,8941,
98108,3516,3701,3402,,,Not Reported,,,,,,,,,,,
98109,,,0,6020,5654,5639,5558,5101,,,,,,,,,
98110,,,0,19523,19061,16214,17201,15741,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98111,,,0,10577,10068,11261,11138,10735,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98113,16582,11921,13101,10738,14858,14077,12420,15317,13571,15005,15662,17005,16253,14915,16621,14793,
98115,46131,,,,,Not Reported,,,,,,,,,,,
98118,2351567,2186559,2141981,1883316,1795798,1925178,1974582,1947347,1890830,1863580,1853680,2008762,2128498,2112338,2075257,1819922,
98119,243736,244195,190139,227988,257569,243542,231187,197249,175170,267886,262569,202648,222098,226977,218345,231864,
98120,233743,191093,172873,245334,233398,246112,205690,190247,288650,348795,342635,316729,310728,313742,297285,300969,
98122,5092,4316,4255,4237,476,,,,,,,,,,,,
98128,,,,,,,114,141,107,215,92,52,55,26,29,25,
98129,5493,5281,4693,,,Not Reported,,,,,,,,,,,
98137,10128,6328,586,,,Not Reported,,,,,,,,,,,
98139,,,0,22355,21300,20394,20317,19506,17415,16636,15265,14701,15544,15494,14984,13866,
98140,,,0,29438,26813,25801,25559,22843,20459,15079,14009,14153,13103,13124,13092,13391,
98143,16306,16995,15297,15725,15723,17313,16136,25225,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98150,7799,7531,6418,7521,7515,9196,7832,9036,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98152,6759,7167,7772,,,Not Reported,,,,,,,,,,,
98158,,,0,14148,14760,14660,13390,10895,10703,10202,9248,9236,9278,7861,8275,5718,
98159,,,,,,,90,90,130,108,90,78,80,90,85,45,
98160,,,,,,,150,165,190,69,68,51,93,93,56,47,
98161,14967,5796,5943,,,Not Reported,,,,,,,,,,,
98162,6488,6348,6667,,,Not Reported,,,,,,,,,,,
98164,20110,17350,14096,17491,17351,16577,12715,10180,16568,11728,11800,11951,11154,11417,16453,49147,
98167,,,,,,,3886,5725,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98168,,,,,0,0,1640,153839,177004,163395,165475,167420,170871,166882,159975,170849,
98169,40590,38981,35461,34702,22650,33897,32628,34475,29744,30685,30890,32977,32609,30329,28698,28682,
98170,0,0,0,0,0,0,0,0,0,,,,,,,,
98171,2959427,2946442,2700932,2739957,2662451,2519645,2765094,2710544,2306609,2436669,2454269,2452935,2468133,2005628,2122798,1948698,
98172,59156,54029,65957,147122,109257,102554,86596,98924,100084,83112,88006,80818,80060,62811,69849,62339,
98174,9555,8798,9071,,,Not Reported,,,,,,,,,,,
98175,,,,,,,,3805,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98178,422,468,321,809,355,497,932,1044,1481,1079,1072,1160,956,1415,616,912,
98183,11958,10890,11427,12831,13340,13519,13162,11307,7591,10064,11156,10318,9887,10363,9979,9975,
98187,2806,4665,3349,3000,3814,6110,10922,6077,5359,7204,5983,4632,862,334,533,437,
98188,2315,3137,3937,11705,3196,1609,533,2065,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98189,3434,3314,3374,4070,4394,5226,4594,4416,5982,5619,5472,3875,327,225,783,228,
98190,22730,23443,20894,19547,6376,,,,,,,,,,,,
98191,674,560,654,990,671,624,568,572,3301,4225,5778,6985,7209,6600,7459,5091,
98192,5652,,,,,Not Reported,,,,,,,,,,,
98193,51585,52747,44513,45215,36274,36966,44840,44317,42790,41836,44281,39755,44037,32526,36494,37005,
98194,933,638,430,347,303,274,191,395,768,817,914,636,193,684,609,434,
98195,104324,67787,74620,84899,87623,93202,87230,74443,96419,78084,69845,38727,17783,17815,16738,14871,
98196,25853,24191,23044,21975,17563,16421,17539,21463,31045,28851,28741,20105,17720,17794,20484,14543,
98197,,,,0,400,562,411,205,4459,4459,7004,7877,9202,8979,9874,6442,
98198,99655,74339,87852,109163,87015,67816,48610,38156,52863,44485,41586,16856,6700,20562,58473,55044,
98199,4145,,,,,Not Reported,,,,,,,,,,,
98200,109,0,,,,Not Reported,,,,,,,,,,,
98201,48014,49959,42458,163217,102010,90555,91036,85026,67948,66590,80299,92457,112108,83072,89163,105866,
98202,4488,3672,4093,4406,4004,3904,3069,2581,0,,,,,,,,
98203,48298,43424,49064,58743,51791,44724,54796,53324,66004,73568,71139,68163,62508,60114,70919,67077,
98204,,,,53263,166176,145776,101130,129639,145471,124243,122722,98264,80856,138873,108800,122649,
98205,5316,5090,4971,5201,5127,5348,4824,5544,0,,,,,,,,
98206,109688,56943,104658,147218,164493,178569,155291,175849,166973,203427,214921,232382,199412,211376,198033,219662,
98207,0,0,12610,13175,14355,9958,0,,,,,,,,,,
98208,4295,4019,4950,5610,5490,6250,5448,6139,0,,,,,,,,
98209,78870,121429,97774,96153,102628,96568,136463,119298,191662,174362,184355,196535,142136,169689,123691,106505,
98210,,,0,15580,14038,13289,11693,11718,11137,9491,8189,8369,8423,7790,8658,9113,
98211,91354,94016,93446,111184,100554,80240,88279,73179,70491,91738,85940,72451,64823,70683,56464,36318,
98212,4314,4298,4254,4828,4455,4458,3722,2459,0,,,,,,,,
98213,90369,87896,79751,86580,89158,81523,47140,20205,11393,10781,11247,9126,8764,7702,1824,1355,
98214,12248,12327,11383,11688,12075,12997,11946,12030,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98215,95810,84215,0,,,Not Reported,,,,,,,,,,,
98216,5387,4925,3546,3183,2962,4107,4622,5129,4980,6224,6107,5788,4841,6318,6254,4513,
98217,7680,7735,8817,9163,8125,7842,8719,8270,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98218,171573,169595,176385,210175,235378,246178,237141,242920,208289,112073,196580,210797,235678,225236,277667,191401,
98219,186161,155031,169975,209861,208733,185464,198510,191894,160904,79284,58434,3462,,,,,
98220,7089,5,,,,Not Reported,,,,,,,,,,,
98221,3708,3929,4230,,,Not Reported,,,,,,,,,,,
98222,9698,10488,9951,12017,10992,10387,10057,10327,11536,13335,3963,,,,,,
98223,24719,21872,24266,22811,17930,8970,8275,8533,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98224,262566,269970,264012,334117,304345,305472,292016,253093,250024,262606,236239,291347,266558,327060,337106,281214,
98225,5559,6036,5885,6598,5881,6271,5716,6036,5883,6462,6341,13925,15449,14625,15531,15022,
98226,102622,133239,118021,151382,118810,137667,135781,111816,125269,121048,100557,113218,58357,,,,
98227,3294,3728,3791,,,Not Reported,,,,,,,,,,,
98228,195791,176854,193260,195978,146807,175591,166152,131807,126821,121802,129886,119284,116397,104979,85563,115417,
98229,11765,9391,8788,6916,3716,4469,4397,4225,37196,24707,22383,22786,20784,19268,19635,18167,
98230,20341,20915,20624,21179,18041,20966,20227,19969,19358,20226,17282,16970,15773,18526,14990,16896,
98231,197449,254383,261240,305907,259370,280723,261127,243407,216037,232991,255789,244993,255750,187995,238591,229107,
98232,790,1342,1203,836,470,2113,327,226,185,123,1478,6662,7920,6550,8341,11753,
98233,1026,1266,925,234,150,279,268,158,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98234,109040,99156,116198,159057,155830,151059,132102,0,0,,,,,,,,
98235,8255,7916,7676,7592,8422,8540,7572,7170,7136,6317,7685,6908,6173,6572,5490,6047,
98236,810,1273,994,659,506,607,324,212,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98237,340422,283019,327591,397686,398177,407633,335961,318539,240889,250595,318430,345535,376257,417825,412753,337635,
98238,52043,59061,55948,65171,61156,71440,62619,58896,57303,60783,57740,27114,21274,25840,36620,46382,
98239,16658,19585,33517,51252,15435,9297,7888,6723,8090,1798,2094,5203,3949,6291,7884,8935,
98240,42284,46821,40636,49788,44917,47318,46967,44012,43187,40257,38269,31321,28768,29972,36039,38705,
98241,17611,20270,23927,57003,9546,7677,7756,6197,5365,3744,2049,2093,3693,3496,7293,10439,
98242,79444,72498,60823,67502,26508,,,,,,,,,,,,
98243,2287,2958,3631,2736,2202,2651,1851,1662,2553,2566,1973,,,,,,
98244,227259,133436,187967,226270,126696,244897,164076,152768,156869,135661,121636,105312,96250,81081,110085,96840,
98245,5131,4922,4662,,,Not Reported,,,,,,,,,,,
98246,,,,0,1156,4138,4130,3757,6307,5819,4548,4845,4927,4010,4453,3845,
98247,373474,293484,215693,244493,226526,280811,250687,301133,344057,321438,289459,208839,84933,174912,251723,207780,
98248,28478,26147,22251,17426,12934,15344,12804,8979,7952,5682,0,,,,,,
98249,1343281,1742317,1889513,2036332,1484921,1749851,1232478,156446,24417,51,37691,711016,907295,1026050,803107,812362,
98250,164899,156724,141697,172302,159439,166527,150805,140900,139226,122920,152293,171035,154037,138641,179093,149441,
98251,8492925,8404878,5635923,2594740,5234642,6425094,8201431,9143668,8454606,6856847,5556750,1964028,1947931,1339355,1192609,1078161,
98252,,,0,81433,79768,81863,77194,76338,76227,75355,70438,62878,70993,75159,58516,58987,
98253,8413055,8865656,8287912,3728402,4052365,4830312,7123621,9010659,8311632,3053338,2328454,742098,,,,,
98254,271633,273078,264916,352001,270784,234116,207646,206580,228487,182792,186616,171251,214714,204648,161862,148776,
98255,3979,4452,4422,3693,4605,4150,4490,4161,4907,5343,4438,3931,4044,3891,4511,4674,
98256,5012,5048,5129,,,Not Reported,,,,,,,,,,,
98257,1548481,1329097,1705103,727064,888589,1474299,1403577,20998,274013,570229,591014,927881,951590,619337,680587,809312,
98258,57581,54992,53682,47872,43353,47050,51907,49090,55713,47990,63873,40827,51420,54304,53946,55170,
98259,5601,4903,2244,2165,1822,3778,3184,3876,3435,2006,3120,2903,4106,4580,5371,6340,
98260,724,0,,,,Not Reported,,,,,,,,,,,
98261,446199,437256,443753,443101,438639,422404,394993,378101,389467,352678,380511,361970,326871,339630,357217,367183,
98262,3768,3242,3159,,,Not Reported,,,,,,,,,,,
98263,6284,4342,4432,0,,Not Reported,,,,,,,,,,,
98264,240926,264427,238629,240103,245004,226430,206050,206449,225476,207146,192951,220391,245725,208197,198147,203243,
98265,227656,207523,194238,473094,347442,272166,229677,201627,176722,151429,135862,120753,123563,100485,93992,96181,
98266,2450,863,,,,Not Reported,,,,,,,,,,,
98267,117459,115930,113751,110916,77183,,,,,,,,,,,,
98268,97360,89752,94978,110150,96448,114583,96890,84167,96288,72778,83327,82796,94302,88245,86853,86925,
98269,8712,8559,8557,,,Not Reported,,,,,,,,,,,
98270,9994,7593,2573,,,Not Reported,,,,,,,,,,,
98271,3316,4341,1740,,,Not Reported,,,,,,,,,,,
98272,1019576,971356,904327,869666,657215,673125,699113,592431,683978,633686,644001,683026,643361,642493,713574,636687,
98273,3320,3002,3225,,,Not Reported,,,,,,,,,,,
98274,300016,623006,600166,496397,279437,160542,218448,392908,410642,510192,504920,533248,439469,553353,478483,447678,
98275,1003847,605814,613622,520145,360836,497858,509495,314640,441410,558138,587278,574779,552851,538296,557427,493112,
98276,8532,8551,8715,8922,8828,13884,11216,9839,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98277,49287,59005,64631,65317,76889,74134,60863,51521,25925,28755,20815,17230,19552,19082,8711,862,
98278,55556,51313,46796,54542,51891,57795,61175,79025,41529,16955,19201,19016,19216,19596,11787,1822,
98279,0,0,0,,,Not Reported,,,,,,,,,,,
98280,35842,25220,19195,21223,15746,24909,19580,20197,34349,32201,35751,34662,31099,23782,17689,11556,
98281,14951,2341,,,,Not Reported,,,,,,,,,,,
98282,38613,30699,21990,21369,18784,20551,17702,21877,46241,39565,43096,42050,38436,36915,36381,26142,
98283,5380,5261,5373,5444,4995,4714,4653,4925,0,,,,,,,,
98284,0,0,,,,,,,,,,,,,,,
98285,520,698,664,962,1506,1878,0,0,0,,,,,,,,
98286,915500,829208,869831,1063172,809511,790657,830123,867892,816334,678211,440141,504073,552394,527352,487338,463055,
98289,50960,57244,45991,43070,52643,41628,42389,44462,36849,39945,37113,38998,41937,39667,56729,55094,
98290,31591,22320,18729,20110,21614,23218,20892,20308,19349,7118,7192,9970,13264,12624,12953,12163,
98291,27995,19951,57448,12817,13088,5754,10663,8843,4638,10422,9136,7009,10643,10236,16001,29377,
98292,4622633,4662428,4906889,4798149,4573225,4775277,4676085,4547821,4362082,3530977,3791039,4148697,4073442,3927162,3817347,3760438,
98293,858187,809286,809426,826144,701085,756316,721924,670947,649890,584808,565901,576966,611420,627047,487679,475742,
98294,670750,747600,727309,682625,729965,591297,747089,636131,553014,143390,232,276,1935,69,222,0,
98295,90638,93006,88300,97418,78144,94564,96067,98538,98746,101921,95712,96288,105165,108454,111292,104938,
98296,61131,57770,55275,56146,43356,59791,66226,67187,67897,71218,76202,85558,83859,82461,80104,77029,
98297,34306,34758,36578,35090,18005,32644,34934,31676,33462,33387,34441,35642,38443,37310,31122,28157,
98298,432800,470162,532142,608238,479512,369522,392517,437372,402528,496227,534965,524131,612086,679267,704327,708513,
98299,343602,365452,365843,359693,213980,194199,86034,42797,198066,141476,11939,170,51,0,0,0,
98300,12803,12274,12471,12350,8701,10305,10446,10090,9612,10683,9463,7125,6961,6764,5914,5260,
98301,18400,18341,16620,16726,10868,14675,16126,9283,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98302,55248,53441,46139,39436,14719,14126,14248,15338,,,,,,,,,
98303,92578,111012,99347,96237,70000,93332,92717,64553,58005,54128,58132,58203,58098,58496,57073,59514,
98304,6053,7779,7478,3491,1152,0,0,0,Excluded,Excluded,,,,,,,
98305,15975,15390,20616,11053,10669,13626,14552,17780,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98306,13060,14570,14250,13191,8341,9426,5303,0,0,0,,,,,,,
98307,11283,13168,14378,13305,6035,7590,6621,5530,5246,5444,5585,8128,11618,11180,8898,9477,
98308,16887,13897,13525,14557,13419,14753,13182,14280,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98309,4927,5127,4593,2764,0,0,Not Reported,,,,,,,,,,
98310,8877,8803,9052,8956,7976,6380,7000,6586,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98311,4089,4251,4323,4660,3223,4593,4443,3726,Excluded,,,,,,,,
98312,1412,1534,1695,2053,1634,2075,2341,2329,Excluded,,,,,,,,
98313,3494,3340,1572,,Not Reported,Not Reported,,,,,,,,,,,
98314,30115,26381,31135,31292,28311,29289,29599,27846,19970,20646,20761,23763,23657,21179,20809,14676,
98315,232431,208358,155031,153182,137756,142757,146359,130991,136745,132995,123116,112032,108626,113977,114556,90056,
98316,71995,72820,70682,64700,66024,69858,61410,71327,70429,70276,69244,72280,73765,72927,75391,73004,
98317,55088,56536,55659,55489,48962,40455,39306,40295,39473,39892,39983,41393,41991,43716,40125,43073,
98318,40077,35027,35863,34319,34048,30994,30193,30910,28331,29119,28075,27147,29056,26101,23371,20803,
98319,31984,29722,30976,29666,29543,29467,30124,30038,27572,25365,19959,23575,22816,22074,21448,20027,
98320,34957,32263,31929,31952,31943,24058,12789,2210,44,7700,11957,13112,14352,12545,12558,12681,
98321,3456,3482,3375,3030,2454,2881,2687,2586,2434,2165,2092,2120,1841,1622,824,,
98322,499,302,274,254,257,264,240,247,,,,,,,,,
98323,2760,2548,2805,2623,1018,0,,,,,,,,,,,
98324,7496,7173,7466,4476,0,0,Not Reported,,,,,,,,,,
98325,17878,19100,20156,21791,19275,19176,17632,14711,16007,16734,18109,18813,18503,18738,18669,17969,
98326,317,0,0,,Not Reported,Not Reported,,,,,,,,,,,
98327,3227,4375,2997,4345,3735,3712,2867,3221,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98328,31780,33631,31737,25295,24605,26888,24409,23073,24863,24098,24027,24712,24825,22171,24071,25597,
98329,2154,3128,2629,3083,2782,2376,2347,1452,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98330,14759,13645,12926,12799,12141,11718,10135,6467,4393,3111,3611,3704,3826,3480,3321,3388,
98331,2274,2331,2171,1898,1733,1967,1982,1895,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98332,3395,3348,2907,3188,2817,3417,2881,2635,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98333,13686,13203,12085,11170,10198,9971,8890,6783,2843,848,1433,1290,1934,1370,2021,1716,
98334,27684,26247,23719,23761,22618,23783,17356,16677,15917,14797,15160,15946,16402,16278,17631,18161,
98335,5280,5187,4824,4582,4462,4125,4005,3664,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98336,2984,2699,2658,2530,1939,2014,1828,1607,1607,1556,1510,1360,1258,1393,1284,1085,
98337,29228,28829,26360,25590,23408,25556,26660,26248,28234,30517,31932,32115,33748,33332,33057,31789,
98338,13033,17066,16239,16758,15512,17945,17949,17046,16291,14382,15265,13540,12751,14583,15604,14988,
98339,6802,6050,4571,5026,3413,5132,3943,3170,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98340,4621,4162,3752,3818,3788,3856,3243,2923,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98341,4522,4020,2045,2184,2091,2496,1915,1596,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98342,4952,6357,3982,3859,2323,2689,2653,3084,3585,4622,4769,5229,5099,5407,5824,6159,
98343,21611,21215,21963,20996,21344,23247,23074,22699,23377,25207,26456,27094,28108,28334,27813,29240,
98344,8959,13141,11499,13999,13431,14057,13360,12538,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98345,11073,10932,10173,11083,12012,13900,14029,12809,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98346,4303,7232,11300,8220,5925,6981,6043,4291,2274,4124,3061,0,,,,,
98347,0,0,2,2,1,0,2,1,Excluded,,,,,,,,
98348,10988,10552,10486,9271,8608,10888,10718,10659,11618,9230,2901,992,840,2354,1181,1390,
98349,7377,7517,6589,5586,4949,5520,5542,4433,,,,,,,,,
98350,11228,9704,8631,8128,5225,4580,3250,2391,2279,0,,,,,,,
98351,3567,3430,3160,2953,1936,1577,1621,1611,1471,1153,916,749,821,685,464,213,
98352,64179,61517,71011,51090,51567,42197,4938,146,743,25,0,0,0,0,,,
98353,7464,6177,6574,6537,4662,5057,4708,5049,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98354,26131,24229,27205,23733,21458,21719,20439,18927,19442,17901,18354,17490,16621,10336,11426,13106,
98355,7108,7309,7190,7019,6499,5994,5822,5301,5289,5631,4930,3487,3433,3537,4097,4272,
98356,9149,8984,9138,10267,8075,7880,7918,6706,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98357,3664,3728,3888,2991,2182,2871,3171,3067,,,,,,,,,
98358,22729,19388,19641,17735,20290,21230,17940,15749,14699,14877,15469,16041,19777,16421,16041,13189,
98359,35426,33948,33909,31053,26443,30447,29648,24958,24360,22583,23007,23558,24057,23945,24101,23041,
98360,24807,25636,26536,25397,22281,24461,22419,18287,20723,24321,29757,30411,32110,35629,31514,28854,
98361,5415,5047,4555,4956,4681,4201,3541,3425,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98362,2753,3813,3439,3385,3038,3176,2056,1388,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98363,34867,36054,36448,37735,24523,29042,30647,0,,,,,,,,,
98364,1240,0,,,Not Reported,Not Reported,,,,,,,,,,,
98365,43353,49616,48336,73964,71241,70999,73539,75206,92371,91160,79750,85817,91866,91198,93550,91530,
98366,24279,19438,23429,,Not Reported,Not Reported,,,,,,,,,,,
98367,17042,15702,16599,14294,13565,13575,12591,8679,11746,11269,11825,12054,10927,11422,10697,5880,
98368,37646,37018,2747,,Not Reported,Not Reported,,,,,,,,,,,
98369,2558,2587,1350,,Not Reported,Not Reported,,,,,,,,,,,
98370,10551,10544,10084,9593,8868,8783,9029,9489,9126,7953,7337,6972,7363,7677,7555,7223,
98371,6459,6479,5568,5067,4523,4083,3220,3221,Excluded,,,,,,,,
98372,2909,3867,4014,4645,5726,2584,719,1556,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98373,3902,3716,3497,3134,236,0,Not Reported,,,,,,,,,,
98374,2849,2410,2133,1338,1090,1229,827,653,Excluded,,,,,,,,
98375,1992,1187,1987,,Not Reported,Not Reported,,,,,,,,,,,
98376,2129,1996,2112,1945,417,31,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,,,
98377,3370,2984,2252,2160,2204,2202,2070,1935,,,,,,,,,
98378,32,0,0,,Not Reported,Not Reported,,,,,,,,,,,
98379,3746,2961,2430,1930,1343,1706,1298,1091,,,,,,,,,
98380,4875,5239,4631,5243,4632,5000,4611,4876,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98381,10856,10742,9500,6532,6662,7842,7987,6997,8637,9630,9227,8303,9272,8856,9331,9501,
98382,9075,8028,7064,7463,7195,8103,8024,7519,,,,,,,,,
98383,4559,4147,3950,4017,4294,4288,3922,3297,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98384,10516,10441,9466,9503,6418,7515,7484,5480,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98385,4701,18614,20571,21025,19673,20425,22569,22735,21902,19937,24569,24692,25213,26919,29585,28429,
98386,,14019,22153,23990,19886,18719,18858,18478,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
98388,,,482,1187,911,1270,1717,1567,,,,,,,,,
98392,,,,,499,549,0,0,,,,,,,,,
98393,0,31508,817933,1493421,1874028,1255225,293348,94394,37538,68072,153181,213141,281466,106659,1050911,869001,
98394,749397,167396,24843,4,,Not Reported,,,,,,,,,,,
98395,144903,149906,166569,151224,143988,132091,126889,120984,130146,126476,136035,119960,133181,123824,122890,101597,
98396,554337,489911,412435,320130,555394,265302,78886,2772,49,39,48,66,72,20,346400,248285,
98397,11466,11782,11390,10683,9854,10520,10222,3999,4040,7610,4016,4485,4338,4807,6273,7569,
98398,9973,9088,9799,18242,18910,16564,16915,16194,10325,10082,11510,10112,11452,10893,10137,13934,
98399,0,15915,44057,0,0,0,0,,,,,,,,,,
98400,1328347,1123589,1304330,600509,494061,476758,335843,954070,0,,,,,,,,
98401,17189,16510,15309,14302,11594,9582,9343,10231,9141,816,,,,,,,
98402,11480,10998,11442,9127,1356,0,,,,,,,,,,,
98403,6586,6563,7078,7393,5501,14863,14105,11285,0,2074,8807,9176,4056,0,,,
98404,50251,60536,61033,49504,40325,29070,12916,0,23120,27671,26819,28173,26902,24900,22622,19079,
98405,102164,126104,96184,75991,75107,81329,80974,75407,73125,83263,88322,19485,,,,,
98406,147300,143772,135866,127129,85511,71191,69722,61915,59317,62566,68060,60840,58626,64582,69708,64439,
98407,107144,106403,125372,119393,78021,119346,134084,106485,93043,93081,89580,93675,93932,94185,94624,69396,
98410,19610,19728,17080,7641,11675,3815,8923,15956,7845,0,,,,,,,
98411,9266,6887,4719,,,Not Reported,,,,,,,,,,,
98412,2982,6106,3766,5346,3034,1851,0,,,,,,,,,,
98413,,13026,10897,12517,9725,3650,639,Not Reported,,,,,,,,,
